"sitename","lat","long","siteid","datasetid","age","Salix","Populus","Picea"
"Ruppert Lake",67.06667,-154.23333,"2232","2311",7448,12,0,4
"Ruppert Lake",67.06667,-154.23333,"2232","2311",7716,2,3,12
"Ruppert Lake",67.06667,-154.23333,"2232","2311",7782,8,1,3
"Ruppert Lake",67.06667,-154.23333,"2232","2311",7816,2,5,26
"Ruppert Lake",67.06667,-154.23333,"2232","2311",7850,4,0,31
"Ruppert Lake",67.06667,-154.23333,"2232","2311",7950,15,0,36
"Ruppert Lake",67.06667,-154.23333,"2232","2311",8001,7,0,32
"Ruppert Lake",67.06667,-154.23333,"2232","2311",8079,10,2,5
"Ruppert Lake",67.06667,-154.23333,"2232","2311",8207,15,0,1
"Ruppert Lake",67.06667,-154.23333,"2232","2311",8465,15,5,5
"Ruppert Lake",67.06667,-154.23333,"2232","2311",8722,21,18,3
"Ruppert Lake",67.06667,-154.23333,"2232","2311",9237,17,8,2
"Ruppert Lake",67.06667,-154.23333,"2232","2311",9366,0,47,1
"Ruppert Lake",67.06667,-154.23333,"2232","2311",9495,23,39,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",9752,40,77,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",10010,18,58,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",10293,49,96,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",10514,25,63,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",10755,69,7,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",11236,29,0,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",11477,14,0,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",11958,29,0,1
"Ruppert Lake",67.06667,-154.23333,"2232","2311",12320,34,0,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",12607,15,0,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",12650,25,0,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",12693,54,0,0
"Ruppert Lake",67.06667,-154.23333,"2232","2311",12736,43,0,1
"Ruppert Lake",67.06667,-154.23333,"2232","2311",12779,48,0,1
"Ruppert Lake",67.06667,-154.23333,"2232","2311",12994,29,0,2
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",476,4,0,115
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",952,1,1,104
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",1427,3,2,90
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",1903,4,0,108
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",2379,4,0,98
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",2855,4,0,85
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",3331,8,0,94
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",3806,5,2,125
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",4282,10,3,76
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",4612,9,4,113
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",4797,2,0,47
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",4981,5,0,16
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",5166,4,0,100
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",5350,9,1,40
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",5535,6,2,80
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",5720,3,4,90
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",5904,3,0,48
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",6089,3,1,63
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",6273,4,0,22
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",6458,3,0,9
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",6642,8,0,26
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",7011,7,2,46
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",7196,5,2,16
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",7380,5,0,50
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",7565,12,7,16
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",7750,0,1,10
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",7934,8,5,26
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",8119,5,0,39
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",8303,16,8,13
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",8488,13,5,15
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",8729,12,3,45
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",9324,24,7,63
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",9621,20,19,13
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",9951,45,13,3
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",10312,44,31,5
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",10673,47,27,0
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",11396,65,44,0
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",11757,51,12,1
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",12119,74,3,0
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",12480,20,13,0
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",12841,52,8,0
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",13203,29,7,3
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",13564,36,1,0
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",13925,48,0,1
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",14287,41,7,1
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",14648,26,14,2
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",15009,26,3,2
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",15211,46,23,2
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",15335,43,3,6
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",15418,53,0,2
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",15585,40,0,4
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",15668,39,0,4
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",15751,24,0,8
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",15855,18,0,5
"Minakokosa Lake",66.91667,-155.03333,"1699","1755",16000,24,0,3
"Kollioksak",66.96667,-156.45,"1503","1541",1693,7,0,23
"Kollioksak",66.96667,-156.45,"1503","1541",2540,9,0,29
"Kollioksak",66.96667,-156.45,"1503","1541",2703,6,0,14
"Kollioksak",66.96667,-156.45,"1503","1541",2866,8,1,42
"Kollioksak",66.96667,-156.45,"1503","1541",3030,1,0,38
"Kollioksak",66.96667,-156.45,"1503","1541",3193,5,0,55
"Kollioksak",66.96667,-156.45,"1503","1541",3356,2,0,22
"Kollioksak",66.96667,-156.45,"1503","1541",3519,5,1,30
"Kollioksak",66.96667,-156.45,"1503","1541",3682,1,0,18
"Kollioksak",66.96667,-156.45,"1503","1541",3846,2,0,89
"Kollioksak",66.96667,-156.45,"1503","1541",4009,0,0,60
"Kollioksak",66.96667,-156.45,"1503","1541",4172,2,0,18
"Kollioksak",66.96667,-156.45,"1503","1541",4335,6,1,32
"Kollioksak",66.96667,-156.45,"1503","1541",4498,2,1,42
"Kollioksak",66.96667,-156.45,"1503","1541",4662,6,0,28
"Kollioksak",66.96667,-156.45,"1503","1541",4825,3,1,26
"Kollioksak",66.96667,-156.45,"1503","1541",4988,8,0,8
"Kollioksak",66.96667,-156.45,"1503","1541",5151,2,0,20
"Kollioksak",66.96667,-156.45,"1503","1541",5314,3,1,34
"Kollioksak",66.96667,-156.45,"1503","1541",5478,1,0,28
"Kollioksak",66.96667,-156.45,"1503","1541",5641,3,3,15
"Kollioksak",66.96667,-156.45,"1503","1541",5804,1,10,28
"Kollioksak",66.96667,-156.45,"1503","1541",5967,2,8,28
"Kollioksak",66.96667,-156.45,"1503","1541",6130,6,0,30
"Kollioksak",66.96667,-156.45,"1503","1541",6294,0,0,9
"Kollioksak",66.96667,-156.45,"1503","1541",6457,0,0,15
"Kollioksak",66.96667,-156.45,"1503","1541",6620,4,0,17
"Kollioksak",66.96667,-156.45,"1503","1541",6838,2,0,6
"Kollioksak",66.96667,-156.45,"1503","1541",7057,5,0,10
"Kollioksak",66.96667,-156.45,"1503","1541",7275,4,2,1
"Kollioksak",66.96667,-156.45,"1503","1541",7494,2,0,4
"Kollioksak",66.96667,-156.45,"1503","1541",7712,4,0,6
"Kollioksak",66.96667,-156.45,"1503","1541",7930,3,0,4
"Kollioksak",66.96667,-156.45,"1503","1541",8149,6,0,4
"Kollioksak",66.96667,-156.45,"1503","1541",8367,2,1,9
"Kollioksak",66.96667,-156.45,"1503","1541",8586,2,0,4
"Kollioksak",66.96667,-156.45,"1503","1541",8804,5,1,2
"Kollioksak",66.96667,-156.45,"1503","1541",9022,10,0,7
"Kollioksak",66.96667,-156.45,"1503","1541",9241,6,0,3
"Kollioksak",66.96667,-156.45,"1503","1541",9350,29,17,1
"Kollioksak",66.96667,-156.45,"1503","1541",9949,11,10,5
"Kollioksak",66.96667,-156.45,"1503","1541",11146,7,4,11
"Kollioksak",66.96667,-156.45,"1503","1541",12344,15,1,4
"Kollioksak",66.96667,-156.45,"1503","1541",13541,16,7,3
"Kollioksak",66.96667,-156.45,"1503","1541",14140,16,0,10
"Kollioksak",66.96667,-156.45,"1503","1541",14739,37,6,0
"Kollioksak",66.96667,-156.45,"1503","1541",15098,15,4,5
"Joe Lake",66.76667,-157.21667,"1355","1390",0,5,1,47
"Joe Lake",66.76667,-157.21667,"1355","1390",715,8,1,17
"Joe Lake",66.76667,-157.21667,"1355","1390",1430,8,0,33
"Joe Lake",66.76667,-157.21667,"1355","1390",2145,4,0,34
"Joe Lake",66.76667,-157.21667,"1355","1390",2860,4,0,20
"Joe Lake",66.76667,-157.21667,"1355","1390",3574,9,0,39
"Joe Lake",66.76667,-157.21667,"1355","1390",4289,6,0,15
"Joe Lake",66.76667,-157.21667,"1355","1390",5004,5,0,32
"Joe Lake",66.76667,-157.21667,"1355","1390",5719,7,1,14
"Joe Lake",66.76667,-157.21667,"1355","1390",6314,3,0,3
"Joe Lake",66.76667,-157.21667,"1355","1390",7860,6,3,4
"Joe Lake",66.76667,-157.21667,"1355","1390",8086,1,0,3
"Joe Lake",66.76667,-157.21667,"1355","1390",8311,3,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",8537,4,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",8763,9,4,2
"Joe Lake",66.76667,-157.21667,"1355","1390",8989,19,4,1
"Joe Lake",66.76667,-157.21667,"1355","1390",9214,14,2,3
"Joe Lake",66.76667,-157.21667,"1355","1390",9492,28,1,4
"Joe Lake",66.76667,-157.21667,"1355","1390",9598,18,7,4
"Joe Lake",66.76667,-157.21667,"1355","1390",9702,20,5,2
"Joe Lake",66.76667,-157.21667,"1355","1390",9808,13,10,11
"Joe Lake",66.76667,-157.21667,"1355","1390",9912,22,19,2
"Joe Lake",66.76667,-157.21667,"1355","1390",10018,34,26,1
"Joe Lake",66.76667,-157.21667,"1355","1390",10122,41,45,0
"Joe Lake",66.76667,-157.21667,"1355","1390",10228,54,77,1
"Joe Lake",66.76667,-157.21667,"1355","1390",10332,34,66,1
"Joe Lake",66.76667,-157.21667,"1355","1390",10438,40,25,0
"Joe Lake",66.76667,-157.21667,"1355","1390",10570,61,14,0
"Joe Lake",66.76667,-157.21667,"1355","1390",10730,76,0,0
"Joe Lake",66.76667,-157.21667,"1355","1390",10889,33,0,0
"Joe Lake",66.76667,-157.21667,"1355","1390",11049,22,2,0
"Joe Lake",66.76667,-157.21667,"1355","1390",11208,36,0,0
"Joe Lake",66.76667,-157.21667,"1355","1390",11368,30,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",11528,29,0,0
"Joe Lake",66.76667,-157.21667,"1355","1390",11687,24,0,3
"Joe Lake",66.76667,-157.21667,"1355","1390",11847,19,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",12007,21,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",12166,33,1,0
"Joe Lake",66.76667,-157.21667,"1355","1390",12326,35,2,0
"Joe Lake",66.76667,-157.21667,"1355","1390",12486,28,1,1
"Joe Lake",66.76667,-157.21667,"1355","1390",12645,21,0,0
"Joe Lake",66.76667,-157.21667,"1355","1390",12862,103,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",13249,161,0,0
"Joe Lake",66.76667,-157.21667,"1355","1390",13637,86,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",14024,48,2,14
"Joe Lake",66.76667,-157.21667,"1355","1390",14397,56,3,2
"Joe Lake",66.76667,-157.21667,"1355","1390",15638,46,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",17754,25,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",19870,25,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",21986,19,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",24102,26,0,4
"Joe Lake",66.76667,-157.21667,"1355","1390",25280,28,0,4
"Joe Lake",66.76667,-157.21667,"1355","1390",25760,34,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",26000,49,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",26522,33,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",27043,40,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",27565,29,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",28087,37,0,0
"Joe Lake",66.76667,-157.21667,"1355","1390",28609,37,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",29130,37,0,0
"Joe Lake",66.76667,-157.21667,"1355","1390",29652,25,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",30136,29,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",30563,23,1,0
"Joe Lake",66.76667,-157.21667,"1355","1390",30990,18,1,1
"Joe Lake",66.76667,-157.21667,"1355","1390",31417,36,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",31844,23,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",32272,28,3,2
"Joe Lake",66.76667,-157.21667,"1355","1390",32699,37,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",33553,39,0,5
"Joe Lake",66.76667,-157.21667,"1355","1390",33980,31,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",34407,26,0,4
"Joe Lake",66.76667,-157.21667,"1355","1390",35262,32,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",35689,42,0,1
"Joe Lake",66.76667,-157.21667,"1355","1390",36116,30,0,3
"Joe Lake",66.76667,-157.21667,"1355","1390",36543,53,1,0
"Joe Lake",66.76667,-157.21667,"1355","1390",36970,23,0,5
"Joe Lake",66.76667,-157.21667,"1355","1390",37824,66,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",38251,106,0,5
"Joe Lake",66.76667,-157.21667,"1355","1390",38678,47,0,3
"Joe Lake",66.76667,-157.21667,"1355","1390",39106,40,0,3
"Joe Lake",66.76667,-157.21667,"1355","1390",39960,34,0,2
"Joe Lake",66.76667,-157.21667,"1355","1390",40814,85,0,3
"Joe Lake",66.76667,-157.21667,"1355","1390",41668,50,0,7
"Joe Lake",66.76667,-157.21667,"1355","1390",42096,67,0,6
"Joe Lake",66.76667,-157.21667,"1355","1390",42950,41,0,4
"Joe Lake",66.76667,-157.21667,"1355","1390",43377,60,0,13
"Joe Lake",66.76667,-157.21667,"1355","1390",43804,43,0,4
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",48,9,1,118
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",238,22,0,168
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",476,12,0,109
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",714,15,0,100
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",952,12,2,100
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",1190,17,2,90
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",1428,17,1,99
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",1666,11,2,114
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",1904,14,0,89
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",2142,8,0,112
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",2380,14,0,84
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",2815,6,0,94
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",3249,6,1,94
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",3684,9,0,121
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",4119,7,1,115
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",4553,7,0,119
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",4988,8,0,98
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",5423,2,0,77
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",5857,13,0,79
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",6292,7,0,86
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",6727,8,0,64
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",7118,11,3,47
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",7335,21,5,78
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",7770,12,0,25
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",7836,13,5,31
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",7903,33,31,2
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",7969,34,48,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",8036,36,29,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",8102,28,21,1
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",8248,36,45,2
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",8381,27,44,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",8514,37,14,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",8647,27,56,1
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",8779,31,58,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",8912,20,52,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",9045,40,27,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",9178,46,38,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",9311,31,31,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",9444,80,24,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",9725,74,4,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",10154,14,0,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",10583,35,0,2
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",11012,31,0,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",11442,22,0,0
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",11871,21,0,1
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",12300,33,0,3
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",12952,38,0,2
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",13604,52,0,1
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",14302,30,0,1
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",15047,41,0,6
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",15791,23,0,4
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",16536,27,0,8
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",17280,48,0,7
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",18024,2,0,2
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",18769,8,0,2
"Tiinkdhul Lake",66.58333,-143.15,"2551","2642",19513,2,0,3
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",-44,10,3,70
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",327,10,0,95
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",473,10,4,66
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",573,13,2,71
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",700,17,5,69
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",956,13,3,34
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",1208,14,0,55
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",1419,9,1,75
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",1582,7,3,70
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",1978,7,0,68
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",2187,11,0,56
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",2433,12,0,57
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",2796,13,0,89
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",2974,9,1,69
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",3108,8,1,62
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",3212,12,2,56
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",3328,11,0,86
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",3421,4,0,72
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",3516,10,4,35
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",3601,12,0,69
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",3705,13,1,37
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",3825,13,1,30
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",3944,11,1,43
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",4058,16,0,58
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",4176,5,1,46
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",4301,15,0,65
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",4458,3,1,53
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",4655,10,1,24
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",4861,2,4,42
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",5128,2,0,25
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",5499,5,1,17
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",6064,8,2,32
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",6564,6,1,37
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",7406,9,1,45
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",7773,5,13,42
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",8475,6,3,20
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",8797,8,8,29
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",9014,10,18,26
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",9200,12,27,9
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",9299,24,64,36
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",9699,10,13,0
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",9941,15,58,2
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",10074,4,12,2
"Screaming Lynx Lake",66.068048,-145.406216,"13690","20872",10580,4,7,1
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",-31,4,1,108
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",678,16,0,112
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",1293,22,0,109
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",1698,29,1,81
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",2134,7,0,65
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",2623,9,0,59
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",3145,14,1,93
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",3661,11,1,102
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",4155,3,3,59
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",4558,3,5,115
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",4973,5,1,89
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",5397,3,3,57
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",5801,6,0,62
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",6249,5,2,48
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",6754,1,0,36
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",7244,13,0,26
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",7764,3,0,23
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",8270,12,2,39
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",8833,11,6,49
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",9651,4,14,31
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",10092,17,11,62
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",10441,45,84,6
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",11290,38,50,1
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",12267,24,65,1
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",13128,82,3,0
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",13750,9,0,0
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",15321,48,0,4
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",16858,30,1,3
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",17733,23,0,4
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",18644,45,0,1
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",19555,31,0,6
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",20464,20,0,5
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",23293,20,0,7
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",25238,7,0,18
"Sands of Time Lake",66.027922,-147.556308,"11575","17328",26520,23,0,16
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",172,1,0,106
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",443,5,0,26
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",914,8,0,51
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",1841,1,0,26
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",2127,2,0,24
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",2408,3,0,31
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",2690,3,0,33
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",2975,3,0,48
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",3258,3,0,44
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",3537,3,0,37
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",3819,1,1,40
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",4099,0,0,46
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",4373,1,0,31
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",4653,2,0,40
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",4930,0,0,39
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",5213,2,1,26
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",5493,3,0,46
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",5892,2,0,25
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",6319,0,0,20
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",6749,1,0,18
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",7179,1,0,14
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",7607,0,0,11
